			<2024-4>

01. 06:20:59>Funktionstest gestartet
01. 06:22:39>Leuchtenkommunikationsstörung (Bus:1, Platz:1, Stromkreis:1, Leuchte:3)
01. 06:22:39>Leuchtenkommunikationsstörung (Bus:1, Platz:1, Stromkreis:1, Leuchte:4)
01. 06:22:40>Leuchtenkommunikationsstörung (Bus:1, Platz:1, Stromkreis:1, Leuchte:5)
01. 06:22:40>Leuchtenkommunikationsstörung (Bus:1, Platz:1, Stromkreis:1, Leuchte:7)
01. 06:22:40>Leuchtenstörung (Bus:1, Platz:1, Stromkreis:1, Leuchte:16)
01. 06:22:41>Leuchtenkommunikationsstörung (Bus:1, Platz:1, Stromkreis:1, Leuchte:17)
01. 06:22:41>Leuchtenkommunikationsstörung (Bus:1, Platz:1, Stromkreis:1, Leuchte:18)
01. 06:22:42>Leuchtenkommunikationsstörung (Bus:1, Platz:1, Stromkreis:1, Leuchte:19)
01. 06:22:43>Leuchtenstörung (Bus:1, Platz:1, Stromkreis:2, Leuchte:2)
01. 06:22:43>Leuchtenkommunikationsstörung (Bus:1, Platz:1, Stromkreis:2, Leuchte:3)
01. 06:22:43>Leuchtenkommunikationsstörung (Bus:1, Platz:1, Stromkreis:2, Leuchte:4)
01. 06:22:44>Leuchtenkommunikationsstörung (Bus:1, Platz:1, Stromkreis:2, Leuchte:5)
01. 06:22:44>Leuchtenkommunikationsstörung (Bus:1, Platz:1, Stromkreis:2, Leuchte:6)
01. 06:22:45>Leuchtenkommunikationsstörung (Bus:1, Platz:1, Stromkreis:2, Leuchte:7)
01. 06:22:45>Leuchtenkommunikationsstörung (Bus:1, Platz:1, Stromkreis:2, Leuchte:8)
01. 06:22:46>Leuchtenkommunikationsstörung (Bus:1, Platz:1, Stromkreis:2, Leuchte:15)
01. 06:22:46>Leuchtenkommunikationsstörung (Bus:1, Platz:1, Stromkreis:2, Leuchte:17)
01. 06:22:46>Leuchtenkommunikationsstörung (Bus:1, Platz:1, Stromkreis:2, Leuchte:19)
01. 06:22:47>Leuchtenkommunikationsstörung (Bus:1, Platz:1, Stromkreis:2, Leuchte:20)
01. 06:22:48>Funktionstest mit Fehlern beendet
08. 06:21:11>Funktionstest gestartet
08. 06:22:53>Leuchtenkommunikationsstörung (Bus:1, Platz:1, Stromkreis:1, Leuchte:3)
08. 06:22:53>Leuchtenkommunikationsstörung (Bus:1, Platz:1, Stromkreis:1, Leuchte:4)
08. 06:22:54>Leuchtenkommunikationsstörung (Bus:1, Platz:1, Stromkreis:1, Leuchte:5)
08. 06:22:54>Leuchtenkommunikationsstörung (Bus:1, Platz:1, Stromkreis:1, Leuchte:7)
08. 06:22:55>Leuchtenstörung (Bus:1, Platz:1, Stromkreis:1, Leuchte:16)
08. 06:22:55>Leuchtenkommunikationsstörung (Bus:1, Platz:1, Stromkreis:1, Leuchte:17)
08. 06:22:56>Leuchtenkommunikationsstörung (Bus:1, Platz:1, Stromkreis:1, Leuchte:18)
08. 06:22:56>Leuchtenkommunikationsstörung (Bus:1, Platz:1, Stromkreis:1, Leuchte:19)
08. 06:22:57>Leuchtenstörung (Bus:1, Platz:1, Stromkreis:2, Leuchte:2)
08. 06:22:57>Leuchtenkommunikationsstörung (Bus:1, Platz:1, Stromkreis:2, Leuchte:3)
08. 06:22:58>Leuchtenkommunikationsstörung (Bus:1, Platz:1, Stromkreis:2, Leuchte:4)
08. 06:22:58>Leuchtenkommunikationsstörung (Bus:1, Platz:1, Stromkreis:2, Leuchte:5)
08. 06:22:58>Leuchtenkommunikationsstörung (Bus:1, Platz:1, Stromkreis:2, Leuchte:6)
08. 06:22:59>Leuchtenkommunikationsstörung (Bus:1, Platz:1, Stromkreis:2, Leuchte:7)
08. 06:22:59>Leuchtenkommunikationsstörung (Bus:1, Platz:1, Stromkreis:2, Leuchte:8)
08. 06:23:00>Leuchtenkommunikationsstörung (Bus:1, Platz:1, Stromkreis:2, Leuchte:15)
08. 06:23:00>Leuchtenkommunikationsstörung (Bus:1, Platz:1, Stromkreis:2, Leuchte:17)
08. 06:23:01>Leuchtenkommunikationsstörung (Bus:1, Platz:1, Stromkreis:2, Leuchte:19)
